Timestamp,a_x [m/s2],a_y [m/s2],a_z [m/s2]
2026-02-04 15:34:18.872146,2.0005566,1.4906107999999998,8.041453
2026-02-04 15:34:19.873793,0.7060788,-0.2353596,10.1204628
2026-02-04 15:34:20.875344,-1.7259703999999998,-0.784532,8.590625399999999
2026-02-04 15:34:21.876641,0.0392266,-0.196133,10.2381426
2026-02-04 15:34:22.877936,-0.0784532,-0.1569064,10.7088618
2026-02-04 15:34:23.879213,-0.6276256,0.1176798,11.061901200000001
2026-02-04 15:34:24.880514,0.7453053999999999,-0.0784532,9.610517
2026-02-04 15:34:25.881846,0.980665,1.1375714,9.3751574
2026-02-04 15:34:26.883437,-0.5099458,1.96133,8.9828914
2026-02-04 15:34:27.885063,-0.2353596,0.2745862,10.591182
2026-02-04 15:34:28.886682,-0.0392266,0.5883989999999999,10.3165958
2026-02-04 15:34:29.888321,-0.392266,-0.0392266,10.6696352
2026-02-04 15:34:30.889975,-0.1176798,-0.0392266,10.3558224
2026-02-04 15:34:31.891565,-0.0392266,0.2745862,10.3558224
2026-02-04 15:34:32.893194,-0.196133,0.0392266,10.3558224
2026-02-04 15:34:33.898502,2.4320492,-1.6082906,7.5707338
2026-02-04 15:34:34.899837,0.1569064,-0.0392266,10.395049
2026-02-04 15:34:35.901113,-0.1569064,0.9022117999999999,10.4735022
2026-02-04 15:34:36.902432,-0.4707192,0.3530394,10.787315
2026-02-04 15:34:37.904065,-0.196133,0.8237586,10.4342756
2026-02-04 15:34:38.905700,-0.0392266,0.3138128,10.395049
2026-02-04 15:34:39.907356,-0.0392266,0.3138128,10.395049
2026-02-04 15:34:40.909003,0.0,0.2745862,10.3165958
2026-02-04 15:34:41.910686,-0.1176798,0.392266,10.6696352
2026-02-04 15:34:42.912338,1.1375714,0.0784532,9.492837199999999
2026-02-04 15:34:43.913950,-0.8237586,0.2353596,11.728753399999999
2026-02-04 15:34:44.915234,-1.4121576,0.8629851999999999,11.964113
2026-02-04 15:34:45.916557,-0.0392266,0.2745862,10.277369199999999
2026-02-04 15:34:46.917891,-0.784532,-0.9022117999999999,11.1011278
2026-02-04 15:34:47.919205,-0.43149259999999995,2.0005566,9.6889702
2026-02-04 15:34:48.920577,-0.6276256,0.196133,11.061901200000001
2026-02-04 15:34:49.922228,-0.6668522,0.0,11.2188076
2026-02-04 15:34:50.923879,0.0392266,0.8237586,10.395049
2026-02-04 15:34:51.925523,0.980665,-0.4707192,9.571290399999999
2026-02-04 15:34:52.927182,-0.0392266,0.196133,10.3165958
2026-02-04 15:34:53.928842,-0.0392266,0.2353596,10.3558224
2026-02-04 15:34:54.930448,0.0,0.196133,10.3165958
2026-02-04 15:34:55.931734,0.5883989999999999,1.0198916,9.1397978
2026-02-04 15:34:56.933024,0.0,0.3138128,10.0812362
2026-02-04 15:34:57.934295,0.2745862,1.1375714,10.0812362
2026-02-04 15:34:58.935584,-0.5099458,-0.5491724,11.179581
2026-02-04 15:34:59.936923,0.3138128,2.0005566,8.1591328
2026-02-04 15:35:00.938479,1.6082906,1.2944778,7.139241199999999
2026-02-04 15:35:01.940236,0.4707192,1.0591182,9.414383999999998
2026-02-04 15:35:02.941955,1.0198916,-0.3138128,9.610517
2026-02-04 15:35:03.946969,-0.3530394,-0.2745862,10.6696352
2026-02-04 15:35:04.948708,0.8629851999999999,-0.9022117999999999,9.5320638
2026-02-04 15:35:05.950325,-0.6668522,-0.0784532,10.7088618
2026-02-04 15:35:06.954862,-0.5491724,0.6276256,10.591182
2026-02-04 15:35:07.958826,0.2745862,2.3143694,7.84532
2026-02-04 15:35:08.960147,-0.1569064,-1.0198916,11.179581
2026-02-04 15:35:09.961453,-0.1176798,0.7453053999999999,10.0812362
2026-02-04 15:35:10.962760,-0.4707192,2.3143694,9.3359308
2026-02-04 15:35:11.964109,-0.5099458,-0.1176798,11.2972608
2026-02-04 15:35:12.965733,-0.3530394,-0.2353596,10.9442214
2026-02-04 15:35:13.967362,0.196133,0.43149259999999995,10.0812362
2026-02-04 15:35:14.969011,-0.5099458,-0.0784532,10.6696352
2026-02-04 15:35:15.970675,0.0392266,0.7453053999999999,10.198916
2026-02-04 15:35:16.972336,0.0,0.5883989999999999,10.395049
2026-02-04 15:35:17.973955,-0.2745862,0.8629851999999999,10.4342756
2026-02-04 15:35:18.975228,-2.7066354,0.1569064,16.788984799999998
2026-02-04 15:35:19.976626,0.2745862,0.5099458,9.9635564
2026-02-04 15:35:20.977899,0.196133,0.8629851999999999,9.80665
2026-02-04 15:35:21.979193,-2.2751428,-3.0989014,15.886773
2026-02-04 15:35:22.980505,-1.2160246,0.196133,9.649743599999999
2026-02-04 15:35:23.982022,-1.0983448,-0.6668522,11.2188076
2026-02-04 15:35:24.983610,0.3530394,-0.2745862,9.2574776
2026-02-04 15:35:25.985238,-0.7453053999999999,-0.2353596,11.964113
2026-02-04 15:35:26.986932,1.1375714,-0.6276256,8.433719
2026-02-04 15:35:27.988605,-0.392266,-0.5883989999999999,11.454167199999999
2026-02-04 15:35:28.990313,-0.4707192,0.8237586,10.3165958
2026-02-04 15:35:29.991935,-0.1176798,-0.6668522,10.787315
2026-02-04 15:35:30.993248,-0.4707192,1.8828768,9.3751574
2026-02-04 15:35:31.994544,1.6082906,1.8828768,4.9817782
2026-02-04 15:35:32.995852,-0.7060788,-0.0784532,11.2188076
2026-02-04 15:35:33.997145,0.6276256,-0.6276256,9.4536106
2026-02-04 15:35:34.998489,0.0784532,0.6276256,9.8851032
2026-02-04 15:35:36.000193,1.5298374,1.8436502,6.3154826
2026-02-04 15:35:37.001800,1.3729310000000001,-0.8237586,9.414383999999998
2026-02-04 15:35:38.006981,-0.6668522,1.0591182,10.8657682
2026-02-04 15:35:39.008594,-3.6873004,3.9618866,15.1806942
2026-02-04 15:35:40.010242,0.1569064,0.2353596,10.1596894
2026-02-04 15:35:41.014915,-0.4707192,2.3535959999999996,8.394492399999999
2026-02-04 15:35:42.018817,3.0204481999999997,-0.5099458,10.6696352
2026-02-04 15:35:43.020138,0.980665,2.0397832,6.982334799999999
2026-02-04 15:35:44.021440,0.196133,0.4707192,10.1596894
2026-02-04 15:35:45.022779,0.2745862,1.1767979999999998,9.5320638
2026-02-04 15:35:46.024125,-1.2160246,2.0005566,10.8265416
2026-02-04 15:35:47.025766,-0.7060788,-0.2745862,11.375713999999999
2026-02-04 15:35:48.027414,-1.8828768,2.0790097999999997,9.610517
2026-02-04 15:35:49.029074,0.0784532,0.7453053999999999,10.277369199999999
2026-02-04 15:35:50.030745,0.0392266,0.7060788,10.3165958
2026-02-04 15:35:51.034914,0.0784532,0.784532,10.3165958
